Title,Company,Location,Link
Business Intelligence Marketing Analyst,Simon & Schuster Children's Publishing,"Albany, New York Metropolitan Area",https://www.linkedin.com/jobs/view/business-intelligence-marketing-analyst-at-simon-schuster-children-s-publishing-4124969857?position=15&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=JGzn6m1j7IyKZ8ZDRk8HWA%3D%3D
HRIS Data Analyst,LRQA,"Elkhart County, IN",https://www.linkedin.com/jobs/view/hris-data-analyst-at-lrqa-4178433787?position=16&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=6tdmiHG1%2BSiSZMrMWZNplw%3D%3D
"Data Analyst, HR Operations",Simon & Schuster Children's Publishing,"Albany, New York Metropolitan Area",https://www.linkedin.com/jobs/view/data-analyst-hr-operations-at-simon-schuster-children-s-publishing-4121106134?position=17&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=eiftliUMd3YwRxQFcLB5xw%3D%3D
Power BI/Data Analyst,Jobs via Dice,"Houston, TX",https://www.linkedin.com/jobs/view/power-bi-data-analyst-at-jobs-via-dice-4183065940?position=18&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=hEFUJDzMIWxWR0ErRM9FWA%3D%3D
Database Engineer - Bellevue,RESULTICKS,"Bellevue, WA",https://www.linkedin.com/jobs/view/database-engineer-bellevue-at-resulticks-4167232908?position=19&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=tJmtR%2BF%2FTx%2FR8%2B2%2B%2FmJ14Q%3D%3D
Data Analyst II,Verisk,"Denver, CO",https://www.linkedin.com/jobs/view/data-analyst-ii-at-verisk-4116603061?position=20&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=5LgA6Q3d0uDqFUZcFkQ7Ug%3D%3D
SQL Server Developer,Persistent Systems,"New Jersey, United States",https://www.linkedin.com/jobs/view/sql-server-developer-at-persistent-systems-4165498005?position=21&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=PCbl5GVrKYr3Ic8%2BQ4iI%2BQ%3D%3D
Data Operations Analyst,Everyday Health,"New York, NY",https://www.linkedin.com/jobs/view/data-operations-analyst-at-everyday-health-4160547137?position=22&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=x6NuWRLmmv9OAQpPJ82UNw%3D%3D
"Senior Manager, Data Science - PSM",LinkedIn,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/senior-manager-data-science-psm-at-linkedin-4153093413?position=23&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=L3kEOeURDhacdHaDKSC7Ng%3D%3D
Consultant/ Sr. Consultant- Commercial Analytics,PharmaACE,"New Jersey, United States",https://www.linkedin.com/jobs/view/consultant-sr-consultant-commercial-analytics-at-pharmaace-4173747697?position=24&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=AwBdtRentJdHju6kITjAMQ%3D%3D
Data Integration Analyst I,Vertafore,"Denver, CO",https://www.linkedin.com/jobs/view/data-integration-analyst-i-at-vertafore-4161141451?position=25&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=RbHtOXEALAwl76fSEobH6w%3D%3D
"Staff Data Analyst, Customer Success Strategy & Ops",The Hustle,"Cambridge, MA",https://www.linkedin.com/jobs/view/staff-data-analyst-customer-success-strategy-ops-at-the-hustle-4172518190?position=26&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=tmSbQkpPOkBsRNxgd4m%2Fbw%3D%3D
Senior Data Analyst,Timewise Food Stores,"Houston, TX",https://www.linkedin.com/jobs/view/senior-data-analyst-at-timewise-food-stores-4181857330?position=27&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=MRVLgVHrD2WmEshP19qHkA%3D%3D
Senior Data Analyst,eClerx,"Austin, TX",https://www.linkedin.com/jobs/view/senior-data-analyst-at-eclerx-4143849595?position=28&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=0LQJ4mFexmcXeazaM9M40Q%3D%3D
Data Acquisition Specialist,Socure,United States,https://www.linkedin.com/jobs/view/data-acquisition-specialist-at-socure-4147649568?position=29&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=DFb%2B6hnPIsGKHtxKWMLssQ%3D%3D
Data Analyst - Dealer Sales,JCB North America,"Pooler, GA",https://www.linkedin.com/jobs/view/data-analyst-dealer-sales-at-jcb-north-america-4133482266?position=30&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=NzRCiaFSWw8%2FKEl%2F5lamOw%3D%3D
Database Engineer,Persistent Systems,"Ada, MI",https://www.linkedin.com/jobs/view/database-engineer-at-persistent-systems-4159023109?position=31&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=FZ6iJMogeepiGNoV5rvXUQ%3D%3D
Database Engineer,"V-Soft Consulting Group, Inc.","Parsippany, NJ",https://www.linkedin.com/jobs/view/database-engineer-at-v-soft-consulting-group-inc-4144906229?position=32&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=TnahuyIKH0AH6kR8kXkLNg%3D%3D
Jr BA/Coordinator,STAND 8 Technology Consulting,"New York, NY",https://www.linkedin.com/jobs/view/jr-ba-coordinator-at-stand-8-technology-consulting-4158904451?position=33&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=m9oFcnO%2F%2BzKuSefBbBj%2BFA%3D%3D
Sr. Data Warehouse Engineer,BETSOL,"Denver, CO",https://www.linkedin.com/jobs/view/sr-data-warehouse-engineer-at-betsol-4179400985?position=34&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=EyjeXCEf4ah9FT%2FrUsl9iA%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161851624?position=35&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=o1D%2BA01dfOs88U0eJt6BCA%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161858036?position=36&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=ZysPz9WpfCqCU9thOcYivA%3D%3D
Data and AI Engineer - Summer 2025 Intern,Sanofi,"Cambridge, MA",https://www.linkedin.com/jobs/view/data-and-ai-engineer-summer-2025-intern-at-sanofi-4176883003?position=37&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=%2FDzsm3YNjEtJOZeUN7n4Qg%3D%3D
Data Scientist - Bellevue,RESULTICKS,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-scientist-bellevue-at-resulticks-4167234790?position=38&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=FDrhieSjuQwQUXD69TnnvQ%3D%3D
"Staff Data Analyst, Customer Success Strategy & Ops",HubSpot,"Cambridge, MA",https://www.linkedin.com/jobs/view/staff-data-analyst-customer-success-strategy-ops-at-hubspot-4172395108?position=39&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=g%2Fr6BXTS3L0i9Oyzge47yw%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4128019547?position=40&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=O2fH9Yi7W6YeEnMgabd9FQ%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4119711027?position=41&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=JTTZ7qANTV7G%2F5fxY%2BA9mg%3D%3D
Specialist- Expert,"V-Soft Consulting Group, Inc.","Raleigh, NC",https://www.linkedin.com/jobs/view/specialist-expert-at-v-soft-consulting-group-inc-4181590456?position=42&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=MuOlfWl4OgDlHxcRHArwZA%3D%3D
Advanced Data Engineer 100% Remote,"V-Soft Consulting Group, Inc.","Illinois, United States",https://www.linkedin.com/jobs/view/advanced-data-engineer-100%25-remote-at-v-soft-consulting-group-inc-4181230797?position=43&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=epxqq%2FB50WN7Tqo9F2xcBQ%3D%3D
Senior BI Consultant,Quantzig,San Francisco Bay Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087717233?position=44&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=NIdH13RZYILxc3URSKjYGg%3D%3D
Senior BI Consultant,Quantzig,Greater Minneapolis-St. Paul Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087718226?position=45&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=LhfL2oG1I3sRZDbxT3zezA%3D%3D
Enterprise Data Modeler,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/enterprise-data-modeler-at-v-soft-consulting-group-inc-4130577828?position=46&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=BArdEDj2ni7h4jNjdpPugw%3D%3D
Fundamental Equities Alternative Data Analyst,The D. E. Shaw Group,"New York, NY",https://www.linkedin.com/jobs/view/fundamental-equities-alternative-data-analyst-at-the-d-e-shaw-group-4084834343?position=47&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=cEVSx0VN1y4ApUsq%2FHke8A%3D%3D
"Senior Analyst, Strategic Insights",Chegg Inc.,United States,https://www.linkedin.com/jobs/view/senior-analyst-strategic-insights-at-chegg-inc-4176383606?position=48&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=rmCLMuQlPMP4n9GGVlrfCQ%3D%3D
Senior BI Consultant,Quantzig,"Austin, TX",https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087713690?position=49&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=298GSPT%2FHwErJII5Z68QuQ%3D%3D
"Director, Data Analysis",Zelis,"Texas, United States",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182956874?position=50&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=n%2BgAeyp5FVpUBIZT6yYT9w%3D%3D
"Senior Data Analyst | Research Operations | Hybrid or Remote, US",Savanta,United States,https://www.linkedin.com/jobs/view/senior-data-analyst-research-operations-hybrid-or-remote-us-at-savanta-4182114704?position=51&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=EZqrvRkPSBeSBO9LwVKsHQ%3D%3D
Data Scientist,MatchPoint,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-scientist-at-matchpoint-4178073711?position=52&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=T4YskjdnHUNrl2IGKVNtRQ%3D%3D
Data Quality Analyst,IntegriChain,Greater Philadelphia,https://www.linkedin.com/jobs/view/data-quality-analyst-at-integrichain-4158902101?position=53&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=62V6sKCwpbcvRsPcIRql9w%3D%3D
Data Modeler - Data Engineering (Healthcare),Exusia,United States,https://www.linkedin.com/jobs/view/data-modeler-data-engineering-healthcare-at-exusia-4143877822?position=54&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=Ls%2Fgi%2BBTfZFEAqspFqBtvg%3D%3D
"Director, Data Analysis",Zelis,"Hillsborough County, FL",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182963379?position=55&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=m%2FHonekfmcFCOFc5kqokGQ%3D%3D
Data Engineer: Big Data,MNJ SOFTWARE,"Home, KS",https://www.linkedin.com/jobs/view/data-engineer-big-data-at-mnj-software-4148834197?position=56&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=AjWG5qqhOQis%2FvfUCH67xg%3D%3D
Senior Data Engineer,WaferWire Cloud Technologies,"Redmond, WA",https://www.linkedin.com/jobs/view/senior-data-engineer-at-waferwire-cloud-technologies-4180051317?position=57&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=rkw%2Fy00URlJiroaZiAk3iQ%3D%3D
Head of Data Sciences & Analysis,Pfizer,"New York, NY",https://www.linkedin.com/jobs/view/head-of-data-sciences-analysis-at-pfizer-4182468111?position=58&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=YQZLmykexrqAoYdCVFgjYw%3D%3D
Revenue Operations & Analytics Associate,Instawork,"Chicago, IL",https://www.linkedin.com/jobs/view/revenue-operations-analytics-associate-at-instawork-4127908835?position=59&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=TcTMREqGG2rpu%2BV6CkrTKA%3D%3D
"Director, Data Analysis",Zelis,"Fulton County, GA",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182957865?position=60&pageNum=0&refId=Eh%2B2PKkvHeaU3UlzCJhJ%2FA%3D%3D&trackingId=qMaIK3SgAxC4iPXilssmcw%3D%3D
Business Data Analyst,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/business-data-analyst-at-v-soft-consulting-group-inc-4139907050?position=1&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=2l1ww8%2BPnjtt%2FLbX22SPvQ%3D%3D
Data Analyst,STAND 8 Technology Consulting,"Long Beach, CA",https://www.linkedin.com/jobs/view/data-analyst-at-stand-8-technology-consulting-4183870994?position=2&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=vWAwhZk2vuuUyGEPiLuunA%3D%3D
Business Data Analyst - POSSIBLE SHORT TERM,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/business-data-analyst-possible-short-term-at-v-soft-consulting-group-inc-4170318296?position=3&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=CLGUgxaT1Fd45VH3pgjvSA%3D%3D
Sr. Reporting Analyst,Firstsource,United States,https://www.linkedin.com/jobs/view/sr-reporting-analyst-at-firstsource-4182647856?position=4&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=txOclW4FM5fVIxKq%2B4p5hA%3D%3D
Data Analyst,Radiant System,"Northeast Saint Louis, MN",https://www.linkedin.com/jobs/view/data-analyst-at-radiant-system-4174856799?position=5&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=jxGVfhdsUmGpBBQ6XuMJtA%3D%3D
Data Analyst,Radiant,"St. Louis County, MN",https://www.linkedin.com/jobs/view/data-analyst-at-radiant-4177905370?position=6&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=M1uxxIHNCHk%2BbyDz463rzw%3D%3D
Senior Data Analyst,R Systems,"Las Vegas, NV",https://www.linkedin.com/jobs/view/senior-data-analyst-at-r-systems-4159662520?position=7&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=Mas3C%2B9UzKZiu%2Bfg3g4HAw%3D%3D
Data Analytics Intern,Four Hands,"Austin, TX",https://www.linkedin.com/jobs/view/data-analytics-intern-at-four-hands-4139380722?position=8&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=EbxFfSlDn2B8%2FdbrF8lDZw%3D%3D
Data Governance Analyst,"V-Soft Consulting Group, Inc.","Atlanta, GA",https://www.linkedin.com/jobs/view/data-governance-analyst-at-v-soft-consulting-group-inc-4119109565?position=9&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=gEOs%2Bdy7756t3SbccO6zJQ%3D%3D
Data Analyst (Contract),Macmillan,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-contract-at-macmillan-4165791385?position=10&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=MBQXJD41HMvB9VLOPEvMlw%3D%3D
Power BI/SQL Developer,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/power-bi-sql-developer-at-v-soft-consulting-group-inc-4158877783?position=11&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=h%2BrNnACvlYRNpphAYseV3Q%3D%3D
Business Intelligence Platform Administrator,STAND 8 Technology Consulting,"New York, NY",https://www.linkedin.com/jobs/view/business-intelligence-platform-administrator-at-stand-8-technology-consulting-4178486146?position=12&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=aZxKUHmjkYoL4dz%2FdEZXrw%3D%3D
Sr. BI Developer,BETSOL,"Denver, CO",https://www.linkedin.com/jobs/view/sr-bi-developer-at-betsol-4180022484?position=13&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=i49IZQx0BQyIw4VVkTgZ8Q%3D%3D
Business Systems Analyst - Xactly,HubSpot,United States,https://www.linkedin.com/jobs/view/business-systems-analyst-xactly-at-hubspot-4156720506?position=14&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=nBmQhALdXDCJcYWyRNKLpg%3D%3D
Business Intelligence Marketing Analyst,Simon & Schuster Children's Publishing,"Albany, New York Metropolitan Area",https://www.linkedin.com/jobs/view/business-intelligence-marketing-analyst-at-simon-schuster-children-s-publishing-4124969857?position=15&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=zTelFCFBN6GKzKn5DZL7Yw%3D%3D
HRIS Data Analyst,LRQA,"Elkhart County, IN",https://www.linkedin.com/jobs/view/hris-data-analyst-at-lrqa-4178433787?position=16&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=GdO025mpQoaiJBXDtD4EDw%3D%3D
"Data Analyst, HR Operations",Simon & Schuster Children's Publishing,"Albany, New York Metropolitan Area",https://www.linkedin.com/jobs/view/data-analyst-hr-operations-at-simon-schuster-children-s-publishing-4121106134?position=17&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=S%2BTER98VxPn4mFzWoGVsBA%3D%3D
Power BI/Data Analyst,Jobs via Dice,"Houston, TX",https://www.linkedin.com/jobs/view/power-bi-data-analyst-at-jobs-via-dice-4183065940?position=18&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=PXx5pOrtrnYY3%2B%2BmPNERdA%3D%3D
Database Engineer - Bellevue,RESULTICKS,"Bellevue, WA",https://www.linkedin.com/jobs/view/database-engineer-bellevue-at-resulticks-4167232908?position=19&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=OkvdPvz%2BYfcRB%2FC8Q7ImyQ%3D%3D
Data Analyst II,Verisk,"Denver, CO",https://www.linkedin.com/jobs/view/data-analyst-ii-at-verisk-4116603061?position=20&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=t2xO421vAnBoK7PlfKGbyA%3D%3D
SQL Server Developer,Persistent Systems,"New Jersey, United States",https://www.linkedin.com/jobs/view/sql-server-developer-at-persistent-systems-4165498005?position=21&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=Pbe8vwMEwqGTelSu4T24pg%3D%3D
Data Operations Analyst,Everyday Health,"New York, NY",https://www.linkedin.com/jobs/view/data-operations-analyst-at-everyday-health-4160547137?position=22&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=B%2BoI3yCE1BmgeMU2wjKznA%3D%3D
"Senior Manager, Data Science - PSM",LinkedIn,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/senior-manager-data-science-psm-at-linkedin-4153093413?position=23&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=yxjFKeL3ef9%2FOLFdEnhuRg%3D%3D
Consultant/ Sr. Consultant- Commercial Analytics,PharmaACE,"New Jersey, United States",https://www.linkedin.com/jobs/view/consultant-sr-consultant-commercial-analytics-at-pharmaace-4173747697?position=24&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=8JAe8OMEaF5EnAjAc%2FP68g%3D%3D
Data Integration Analyst I,Vertafore,"Denver, CO",https://www.linkedin.com/jobs/view/data-integration-analyst-i-at-vertafore-4161141451?position=25&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=Qc5o65cuDCLoruEL%2FDhhoA%3D%3D
"Staff Data Analyst, Customer Success Strategy & Ops",The Hustle,"Cambridge, MA",https://www.linkedin.com/jobs/view/staff-data-analyst-customer-success-strategy-ops-at-the-hustle-4172518190?position=26&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=qO1uFAJxYeAzsR7IjflEyg%3D%3D
Senior Data Analyst,Timewise Food Stores,"Houston, TX",https://www.linkedin.com/jobs/view/senior-data-analyst-at-timewise-food-stores-4181857330?position=27&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=kWA9XKWVU0YzLpZ9sL%2BtcQ%3D%3D
Senior Data Analyst,eClerx,"Austin, TX",https://www.linkedin.com/jobs/view/senior-data-analyst-at-eclerx-4143849595?position=28&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=dtJwD9IaKTFzBCnJ%2FloGHw%3D%3D
