Title,Company,Location,Link
Data Acquisition Specialist,Socure,United States,https://www.linkedin.com/jobs/view/data-acquisition-specialist-at-socure-4147649568?position=29&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=yX9zRvrpeAKTxFxrziguAw%3D%3D
Data Analyst - Dealer Sales,JCB North America,"Pooler, GA",https://www.linkedin.com/jobs/view/data-analyst-dealer-sales-at-jcb-north-america-4133482266?position=30&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=n16JR4M4VTevamvJ%2BULqYg%3D%3D
Database Engineer,Persistent Systems,"Ada, MI",https://www.linkedin.com/jobs/view/database-engineer-at-persistent-systems-4159023109?position=31&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=nEN%2BbthuwQaCa%2FOiBfGatQ%3D%3D
Database Engineer,"V-Soft Consulting Group, Inc.","Parsippany, NJ",https://www.linkedin.com/jobs/view/database-engineer-at-v-soft-consulting-group-inc-4144906229?position=32&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=2MY77O7437mXIWkAl%2BLIhQ%3D%3D
Jr BA/Coordinator,STAND 8 Technology Consulting,"New York, NY",https://www.linkedin.com/jobs/view/jr-ba-coordinator-at-stand-8-technology-consulting-4158904451?position=33&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=e8T%2FTXSXVw0dvhKROuYmGw%3D%3D
Sr. Data Warehouse Engineer,BETSOL,"Denver, CO",https://www.linkedin.com/jobs/view/sr-data-warehouse-engineer-at-betsol-4179400985?position=34&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=SjiM6nU84HKEe6wpkdjOQg%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161851624?position=35&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=Ey4y9HUNnwOeKeYusm33RA%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161858036?position=36&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=n0frXdlnbguI37HrAUp3NQ%3D%3D
Data and AI Engineer - Summer 2025 Intern,Sanofi,"Cambridge, MA",https://www.linkedin.com/jobs/view/data-and-ai-engineer-summer-2025-intern-at-sanofi-4176883003?position=37&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=niH85eq3PKcWvmQVfBPl2Q%3D%3D
Data Scientist - Bellevue,RESULTICKS,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-scientist-bellevue-at-resulticks-4167234790?position=38&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=eJAit3xzv%2FjHQzfsnh3MKw%3D%3D
"Staff Data Analyst, Customer Success Strategy & Ops",HubSpot,"Cambridge, MA",https://www.linkedin.com/jobs/view/staff-data-analyst-customer-success-strategy-ops-at-hubspot-4172395108?position=39&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=r7TJZfyR4FQjR1sQwkg8ZA%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4128019547?position=40&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=Tnz3NgC0xs9N5nGfDMUtFQ%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4119711027?position=41&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=jiGyX56ptGFfGSZjzwc4%2BQ%3D%3D
Specialist- Expert,"V-Soft Consulting Group, Inc.","Raleigh, NC",https://www.linkedin.com/jobs/view/specialist-expert-at-v-soft-consulting-group-inc-4181590456?position=42&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=0sCGilBg3FjNbP%2BzfO%2BqJQ%3D%3D
Advanced Data Engineer 100% Remote,"V-Soft Consulting Group, Inc.","Illinois, United States",https://www.linkedin.com/jobs/view/advanced-data-engineer-100%25-remote-at-v-soft-consulting-group-inc-4181230797?position=43&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=5R8XNuaR2EQjJaEWYHAIZQ%3D%3D
Senior BI Consultant,Quantzig,San Francisco Bay Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087717233?position=44&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=b60LjoCGAJt%2F9%2Fn8bVDIGw%3D%3D
Senior BI Consultant,Quantzig,Greater Minneapolis-St. Paul Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087718226?position=45&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=FcyMP1rLBdMveJlfzirK1A%3D%3D
Enterprise Data Modeler,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/enterprise-data-modeler-at-v-soft-consulting-group-inc-4130577828?position=46&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=nZhisvMRU%2FBMLfGNfD13kQ%3D%3D
Fundamental Equities Alternative Data Analyst,The D. E. Shaw Group,"New York, NY",https://www.linkedin.com/jobs/view/fundamental-equities-alternative-data-analyst-at-the-d-e-shaw-group-4084834343?position=47&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=24C8wbcwZBnmbrCTV6Mdsw%3D%3D
"Senior Analyst, Strategic Insights",Chegg Inc.,United States,https://www.linkedin.com/jobs/view/senior-analyst-strategic-insights-at-chegg-inc-4176383606?position=48&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=OrcSGDBWXB0jGWiCoMWyYQ%3D%3D
Senior BI Consultant,Quantzig,"Austin, TX",https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087713690?position=49&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=U77SxHeqYSFbTGV7wxdP4w%3D%3D
"Director, Data Analysis",Zelis,"Texas, United States",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182956874?position=50&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=SCDfPMKQf68KIHbqyKKRVg%3D%3D
"Senior Data Analyst | Research Operations | Hybrid or Remote, US",Savanta,United States,https://www.linkedin.com/jobs/view/senior-data-analyst-research-operations-hybrid-or-remote-us-at-savanta-4182114704?position=51&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=yD1fWl0Q%2BekJnAzvEoCClw%3D%3D
Data Scientist,MatchPoint,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-scientist-at-matchpoint-4178073711?position=52&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=9tX5hWCa9Vp%2FXzifQAZivA%3D%3D
Data Quality Analyst,IntegriChain,Greater Philadelphia,https://www.linkedin.com/jobs/view/data-quality-analyst-at-integrichain-4158902101?position=53&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=xupSepekpsIPWjLgh0OMng%3D%3D
Data Modeler - Data Engineering (Healthcare),Exusia,United States,https://www.linkedin.com/jobs/view/data-modeler-data-engineering-healthcare-at-exusia-4143877822?position=54&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=efHVOlI1kOztdtGM3V82Gw%3D%3D
"Director, Data Analysis",Zelis,"Hillsborough County, FL",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182963379?position=55&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=d53ySPRnplrH0VjqNAxniQ%3D%3D
Data Engineer: Big Data,MNJ SOFTWARE,"Home, KS",https://www.linkedin.com/jobs/view/data-engineer-big-data-at-mnj-software-4148834197?position=56&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=gFWqoxqMGQyAKRNGEa9%2FFA%3D%3D
Senior Data Engineer,WaferWire Cloud Technologies,"Redmond, WA",https://www.linkedin.com/jobs/view/senior-data-engineer-at-waferwire-cloud-technologies-4180051317?position=57&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=ALKts0rdPYLRcwHuxTz7Bg%3D%3D
Head of Data Sciences & Analysis,Pfizer,"New York, NY",https://www.linkedin.com/jobs/view/head-of-data-sciences-analysis-at-pfizer-4182468111?position=58&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=4mEmEO9SXE48RJwyw2Ddmw%3D%3D
Revenue Operations & Analytics Associate,Instawork,"Chicago, IL",https://www.linkedin.com/jobs/view/revenue-operations-analytics-associate-at-instawork-4127908835?position=59&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=4U9KzkS49b5KqPYBPbR7dw%3D%3D
"Director, Data Analysis",Zelis,"Fulton County, GA",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182957865?position=60&pageNum=0&refId=ca1lonI%2BX1VWW%2FO2q2YF%2FQ%3D%3D&trackingId=g1kWP6yQnQl63ennzrYO%2FA%3D%3D
Business Data Analyst,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/business-data-analyst-at-v-soft-consulting-group-inc-4139907050?position=1&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=mRaMlyVUAS%2FPnR93OG2DRA%3D%3D
Data Analyst,STAND 8 Technology Consulting,"Long Beach, CA",https://www.linkedin.com/jobs/view/data-analyst-at-stand-8-technology-consulting-4183870994?position=2&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=G%2Bf%2BWLDn6v0JaFIbrpNGSw%3D%3D
Business Data Analyst - POSSIBLE SHORT TERM,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/business-data-analyst-possible-short-term-at-v-soft-consulting-group-inc-4170318296?position=3&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=UJGfdTvxqvQBBZERwK6RsQ%3D%3D
Sr. Reporting Analyst,Firstsource,United States,https://www.linkedin.com/jobs/view/sr-reporting-analyst-at-firstsource-4182647856?position=4&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=yjsEeWtLVn2glM3IieRAqw%3D%3D
Data Analyst,Radiant System,"Northeast Saint Louis, MN",https://www.linkedin.com/jobs/view/data-analyst-at-radiant-system-4174856799?position=5&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=l5sct95QfOdnMGewnTk1Kg%3D%3D
Data Analyst,Radiant,"St. Louis County, MN",https://www.linkedin.com/jobs/view/data-analyst-at-radiant-4177905370?position=6&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=DNlzcf65SugdeJFaGfcb3A%3D%3D
Senior Data Analyst,R Systems,"Las Vegas, NV",https://www.linkedin.com/jobs/view/senior-data-analyst-at-r-systems-4159662520?position=7&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=SigrJP7WY0PUWRyzVkrPeg%3D%3D
Data Analytics Intern,Four Hands,"Austin, TX",https://www.linkedin.com/jobs/view/data-analytics-intern-at-four-hands-4139380722?position=8&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=tJSl0C%2FtUb4PKsCAmOwTig%3D%3D
Data Governance Analyst,"V-Soft Consulting Group, Inc.","Atlanta, GA",https://www.linkedin.com/jobs/view/data-governance-analyst-at-v-soft-consulting-group-inc-4119109565?position=9&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=ezo1hK2%2BSfcMrYoFsmu5rg%3D%3D
Data Analyst (Contract),Macmillan,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-contract-at-macmillan-4165791385?position=10&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=wSIxevvCU4wMg9cQ809IxQ%3D%3D
Power BI/SQL Developer,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/power-bi-sql-developer-at-v-soft-consulting-group-inc-4158877783?position=11&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=0mP%2FcTeAXQXGb41wZRM07A%3D%3D
Business Intelligence Platform Administrator,STAND 8 Technology Consulting,"New York, NY",https://www.linkedin.com/jobs/view/business-intelligence-platform-administrator-at-stand-8-technology-consulting-4178486146?position=12&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=6RsNQkOyQMg0EXZKO%2B4vkQ%3D%3D
Sr. BI Developer,BETSOL,"Denver, CO",https://www.linkedin.com/jobs/view/sr-bi-developer-at-betsol-4180022484?position=13&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=nmvz%2BgSrPe70g9bd6Xf5Wg%3D%3D
Business Intelligence Marketing Analyst,Simon & Schuster Children's Publishing,"Albany, New York Metropolitan Area",https://www.linkedin.com/jobs/view/business-intelligence-marketing-analyst-at-simon-schuster-children-s-publishing-4124969857?position=14&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=YchERtr1YkXAFp3flYUdpw%3D%3D
HRIS Data Analyst,LRQA,"Elkhart County, IN",https://www.linkedin.com/jobs/view/hris-data-analyst-at-lrqa-4178433787?position=15&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=pWwz5x2%2FaLzDmGkO%2FHElyw%3D%3D
"Data Analyst, HR Operations",Simon & Schuster Children's Publishing,"Albany, New York Metropolitan Area",https://www.linkedin.com/jobs/view/data-analyst-hr-operations-at-simon-schuster-children-s-publishing-4121106134?position=16&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=5J9oehIpEvD8YhQl5%2BlTSg%3D%3D
Business Systems Analyst - Xactly,HubSpot,United States,https://www.linkedin.com/jobs/view/business-systems-analyst-xactly-at-hubspot-4156720506?position=17&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=Qa8fF02m%2B7XLGBFeXBdkCg%3D%3D
Power BI/Data Analyst,Jobs via Dice,"Houston, TX",https://www.linkedin.com/jobs/view/power-bi-data-analyst-at-jobs-via-dice-4183065940?position=18&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=I%2FNG%2BcZxXoiAITmlqAzCSQ%3D%3D
Database Engineer - Bellevue,RESULTICKS,"Bellevue, WA",https://www.linkedin.com/jobs/view/database-engineer-bellevue-at-resulticks-4167232908?position=19&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=Inq1iZDRk6pSh3iXnNX5JA%3D%3D
Data Analyst II,Verisk,"Denver, CO",https://www.linkedin.com/jobs/view/data-analyst-ii-at-verisk-4116603061?position=20&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=KS2n7MBgmlHJ72%2FGRJN6MA%3D%3D
SQL Server Developer,Persistent Systems,"New Jersey, United States",https://www.linkedin.com/jobs/view/sql-server-developer-at-persistent-systems-4165498005?position=21&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=FApbPLsT7jKNM2CdjTRABA%3D%3D
Data Operations Analyst,Everyday Health,"New York, NY",https://www.linkedin.com/jobs/view/data-operations-analyst-at-everyday-health-4160547137?position=22&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=J9gQQi05hu9O%2BxEez4go8w%3D%3D
"Senior Manager, Data Science - PSM",LinkedIn,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/senior-manager-data-science-psm-at-linkedin-4153093413?position=23&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=MwaRY8ejKooWDsW1i0VH%2Bw%3D%3D
Consultant/ Sr. Consultant- Commercial Analytics,PharmaACE,"New Jersey, United States",https://www.linkedin.com/jobs/view/consultant-sr-consultant-commercial-analytics-at-pharmaace-4173747697?position=24&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=SP0yzEzYZKuSgS%2FsfTtEYg%3D%3D
Data Integration Analyst I,Vertafore,"Denver, CO",https://www.linkedin.com/jobs/view/data-integration-analyst-i-at-vertafore-4161141451?position=25&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=VQ%2Fzrz7ik4owDb5nZ4SYww%3D%3D
"Staff Data Analyst, Customer Success Strategy & Ops",The Hustle,"Cambridge, MA",https://www.linkedin.com/jobs/view/staff-data-analyst-customer-success-strategy-ops-at-the-hustle-4172518190?position=26&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=2%2Fte4g09XoEq4RVNVhNMeg%3D%3D
Senior Data Analyst,Timewise Food Stores,"Houston, TX",https://www.linkedin.com/jobs/view/senior-data-analyst-at-timewise-food-stores-4181857330?position=27&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=Znsv9icnguGNNkW4TjbyQw%3D%3D
Senior Data Analyst,eClerx,"Austin, TX",https://www.linkedin.com/jobs/view/senior-data-analyst-at-eclerx-4143849595?position=28&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=3Y5c7XRjPyO6nnXsv8oonA%3D%3D
Data Acquisition Specialist,Socure,United States,https://www.linkedin.com/jobs/view/data-acquisition-specialist-at-socure-4147649568?position=29&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=YPto0GoH8YKHxuA%2BSMrajQ%3D%3D
Data Analyst - Dealer Sales,JCB North America,"Pooler, GA",https://www.linkedin.com/jobs/view/data-analyst-dealer-sales-at-jcb-north-america-4133482266?position=30&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=tWDr3LN8BYy7vb07LXP6iQ%3D%3D
Database Engineer,Persistent Systems,"Ada, MI",https://www.linkedin.com/jobs/view/database-engineer-at-persistent-systems-4159023109?position=31&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=jS0S6%2FvcKNhIMo48riKlkw%3D%3D
Database Engineer,"V-Soft Consulting Group, Inc.","Parsippany, NJ",https://www.linkedin.com/jobs/view/database-engineer-at-v-soft-consulting-group-inc-4144906229?position=32&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=axURuaZUTtE%2F2bmeYFvTaw%3D%3D
Jr BA/Coordinator,STAND 8 Technology Consulting,"New York, NY",https://www.linkedin.com/jobs/view/jr-ba-coordinator-at-stand-8-technology-consulting-4158904451?position=33&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=oh3WNttY%2BA5mX%2BcCyLVoEw%3D%3D
Sr. Data Warehouse Engineer,BETSOL,"Denver, CO",https://www.linkedin.com/jobs/view/sr-data-warehouse-engineer-at-betsol-4179400985?position=34&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=3Ii4RKDYL6Hfet4hSV76wA%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161851624?position=35&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=FEQKtE9mgu8GBKqjvAda%2Bg%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161858036?position=36&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=gkuYz7l5CbtCk%2BtrBTReIQ%3D%3D
Data and AI Engineer - Summer 2025 Intern,Sanofi,"Cambridge, MA",https://www.linkedin.com/jobs/view/data-and-ai-engineer-summer-2025-intern-at-sanofi-4176883003?position=37&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=%2B0Qa9pZR%2F0XybvvEwOwgWQ%3D%3D
Data Scientist - Bellevue,RESULTICKS,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-scientist-bellevue-at-resulticks-4167234790?position=38&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=cbFilkNZdKG%2BdlZc4%2FP99g%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4128019547?position=39&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=ZzEhbSU3Jqub98VnIqLUFA%3D%3D
"Staff Data Analyst, Customer Success Strategy & Ops",HubSpot,"Cambridge, MA",https://www.linkedin.com/jobs/view/staff-data-analyst-customer-success-strategy-ops-at-hubspot-4172395108?position=40&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=NOfo13b1Zj6DzyIHeTRgeg%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4119711027?position=41&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=QLOVigA5tNtd8taDjcZhCw%3D%3D
Specialist- Expert,"V-Soft Consulting Group, Inc.","Raleigh, NC",https://www.linkedin.com/jobs/view/specialist-expert-at-v-soft-consulting-group-inc-4181590456?position=42&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=Girkb2kDuGCYX73d4aaQDg%3D%3D
Advanced Data Engineer 100% Remote,"V-Soft Consulting Group, Inc.","Illinois, United States",https://www.linkedin.com/jobs/view/advanced-data-engineer-100%25-remote-at-v-soft-consulting-group-inc-4181230797?position=43&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=f60I2eLWnlYUwRWz2LicbQ%3D%3D
