Title,Company,Location,Link
Senior BI Consultant,Quantzig,San Francisco Bay Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087717233?position=44&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=%2FRb57dw9Oxqe4OGP7I1EIQ%3D%3D
Senior BI Consultant,Quantzig,Greater Minneapolis-St. Paul Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087718226?position=45&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=MFFvrBAiuHMKYJ0ER14bxw%3D%3D
Enterprise Data Modeler,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/enterprise-data-modeler-at-v-soft-consulting-group-inc-4130577828?position=46&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=aRzGEgZsHezzTrV9nDxtiQ%3D%3D
Fundamental Equities Alternative Data Analyst,The D. E. Shaw Group,"New York, NY",https://www.linkedin.com/jobs/view/fundamental-equities-alternative-data-analyst-at-the-d-e-shaw-group-4084834343?position=47&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=ZDoNBZ4hYhgpDPkxlz4xMQ%3D%3D
"Senior Analyst, Strategic Insights",Chegg Inc.,United States,https://www.linkedin.com/jobs/view/senior-analyst-strategic-insights-at-chegg-inc-4176383606?position=48&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=cTe0QLAYBjsfphgalkJ67g%3D%3D
Senior BI Consultant,Quantzig,"Austin, TX",https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087713690?position=49&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=aShWVfFvc5I2O7RML%2FoTKg%3D%3D
"Director, Data Analysis",Zelis,"Texas, United States",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182956874?position=50&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=R1FKUXe4WKXC5WloUcYraQ%3D%3D
"Senior Data Analyst | Research Operations | Hybrid or Remote, US",Savanta,United States,https://www.linkedin.com/jobs/view/senior-data-analyst-research-operations-hybrid-or-remote-us-at-savanta-4182114704?position=51&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=84zyDu87qPyIR0jtnqhbcQ%3D%3D
Data Scientist,MatchPoint,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-scientist-at-matchpoint-4178073711?position=52&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=Jf8Plu68VV7VhGTqWrjTeA%3D%3D
Associate Developer,CEI,"Pittsburgh, PA",https://www.linkedin.com/jobs/view/associate-developer-at-cei-4179640707?position=53&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=qSliMawAqhnAypNLdHj6Tw%3D%3D
Data Quality Analyst,IntegriChain,Greater Philadelphia,https://www.linkedin.com/jobs/view/data-quality-analyst-at-integrichain-4158902101?position=54&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=s8BgPjB411H%2BfZVmfN2mQw%3D%3D
"Director, Data Analysis",Zelis,"Hillsborough County, FL",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182963379?position=55&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=arllXcSjmwObndb43F2b5A%3D%3D
Data Modeler - Data Engineering (Healthcare),Exusia,United States,https://www.linkedin.com/jobs/view/data-modeler-data-engineering-healthcare-at-exusia-4143877822?position=56&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=TDUVQpCW4l1MwR4LsQ2JPQ%3D%3D
Data Engineer: Big Data,MNJ SOFTWARE,"Home, KS",https://www.linkedin.com/jobs/view/data-engineer-big-data-at-mnj-software-4148834197?position=57&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=ZvPpYxtttu8XPv3hKX1T4g%3D%3D
Senior Data Engineer,WaferWire Cloud Technologies,"Redmond, WA",https://www.linkedin.com/jobs/view/senior-data-engineer-at-waferwire-cloud-technologies-4180051317?position=58&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=%2ByqGPKZhQ1lRuMSeBfVxjg%3D%3D
Revenue Operations & Analytics Associate,Instawork,"Chicago, IL",https://www.linkedin.com/jobs/view/revenue-operations-analytics-associate-at-instawork-4127908835?position=59&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=CTaCdIF3qVixkgaGKkU4cQ%3D%3D
Head of Data Sciences & Analysis,Pfizer,"New York, NY",https://www.linkedin.com/jobs/view/head-of-data-sciences-analysis-at-pfizer-4182468111?position=60&pageNum=0&refId=SGZ4CJ0FNtth8NMcVkS27A%3D%3D&trackingId=vuiSCcqYk6sirce5uD1rew%3D%3D
Business Data Analyst,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/business-data-analyst-at-v-soft-consulting-group-inc-4139907050?position=1&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=nwpCoQeyoUsqGWrqVIMLwQ%3D%3D
Data Analyst,STAND 8 Technology Consulting,"Long Beach, CA",https://www.linkedin.com/jobs/view/data-analyst-at-stand-8-technology-consulting-4183870994?position=2&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=kQtSlY1zEdAP29nFkI6eWw%3D%3D
Business Data Analyst - POSSIBLE SHORT TERM,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/business-data-analyst-possible-short-term-at-v-soft-consulting-group-inc-4170318296?position=3&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=XGeAnt%2F90PNYWdXDv%2BKV5A%3D%3D
Sr. Reporting Analyst,Firstsource,United States,https://www.linkedin.com/jobs/view/sr-reporting-analyst-at-firstsource-4182647856?position=4&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=oysCIdp9VtohkmiioEARPA%3D%3D
Data Analyst,Radiant System,"Northeast Saint Louis, MN",https://www.linkedin.com/jobs/view/data-analyst-at-radiant-system-4174856799?position=5&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=4bUBBZA7H8rxV4CMrai9XA%3D%3D
Data Analyst,Radiant,"St. Louis County, MN",https://www.linkedin.com/jobs/view/data-analyst-at-radiant-4177905370?position=6&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=SLb8mZhCXrB1RhvQUtMYwg%3D%3D
Senior Data Analyst,R Systems,"Las Vegas, NV",https://www.linkedin.com/jobs/view/senior-data-analyst-at-r-systems-4159662520?position=7&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=cE9bPqx04mvbU21voQOlHQ%3D%3D
Data Analytics Intern,Four Hands,"Austin, TX",https://www.linkedin.com/jobs/view/data-analytics-intern-at-four-hands-4139380722?position=8&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=AbOXLXuwBn2NdQcpGuHDDQ%3D%3D
Data Governance Analyst,"V-Soft Consulting Group, Inc.","Atlanta, GA",https://www.linkedin.com/jobs/view/data-governance-analyst-at-v-soft-consulting-group-inc-4119109565?position=9&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=ZefuUNbKE1FYLTkZvGSR9Q%3D%3D
Data Analyst (Contract),Macmillan,"New York, NY",https://www.linkedin.com/jobs/view/data-analyst-contract-at-macmillan-4165791385?position=10&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=Tj17jQSK%2BdO6bHZt5%2B5n6w%3D%3D
Power BI/SQL Developer,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/power-bi-sql-developer-at-v-soft-consulting-group-inc-4158877783?position=11&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=byOa%2FS9oeMfc3VDYpqjRgQ%3D%3D
Business Intelligence Platform Administrator,STAND 8 Technology Consulting,"New York, NY",https://www.linkedin.com/jobs/view/business-intelligence-platform-administrator-at-stand-8-technology-consulting-4178486146?position=12&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=%2F2icNq7TS83z5wsYjO1DJA%3D%3D
Sr. BI Developer,BETSOL,"Denver, CO",https://www.linkedin.com/jobs/view/sr-bi-developer-at-betsol-4180022484?position=13&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=ML7R6gP9N%2BMIC7XEMEYD0Q%3D%3D
HRIS Data Analyst,LRQA,"Elkhart County, IN",https://www.linkedin.com/jobs/view/hris-data-analyst-at-lrqa-4178433787?position=14&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=%2FZRO9OSsFnMSBqPDqatILw%3D%3D
Business Systems Analyst - Xactly,HubSpot,United States,https://www.linkedin.com/jobs/view/business-systems-analyst-xactly-at-hubspot-4156720506?position=15&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=1mDVX7CEM3A9eJR6B8ZRxQ%3D%3D
Power BI/Data Analyst,Jobs via Dice,"Houston, TX",https://www.linkedin.com/jobs/view/power-bi-data-analyst-at-jobs-via-dice-4183065940?position=16&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=0FD8zSptGY7MR0Cvj1LiAg%3D%3D
Database Engineer - Bellevue,RESULTICKS,"Bellevue, WA",https://www.linkedin.com/jobs/view/database-engineer-bellevue-at-resulticks-4167232908?position=17&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=SPwZ%2F4DZUiiJwNvFtVF44w%3D%3D
Data Analyst II,Verisk,"Denver, CO",https://www.linkedin.com/jobs/view/data-analyst-ii-at-verisk-4116603061?position=18&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=oQvCq5UX8UwfazONRwRfdA%3D%3D
SQL Server Developer,Persistent Systems,"New Jersey, United States",https://www.linkedin.com/jobs/view/sql-server-developer-at-persistent-systems-4165498005?position=19&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=3ucciuFfvYg%2F%2B%2F8f%2BuwilA%3D%3D
Data Operations Analyst,Everyday Health,"New York, NY",https://www.linkedin.com/jobs/view/data-operations-analyst-at-everyday-health-4160547137?position=20&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=j6MIFZTO5Qv8zimbYJUsYg%3D%3D
"Senior Manager, Data Science - PSM",LinkedIn,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/senior-manager-data-science-psm-at-linkedin-4153093413?position=21&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=nrWHpTCi%2F5elosDZRNQ%2FkA%3D%3D
Consultant/ Sr. Consultant- Commercial Analytics,PharmaACE,"New Jersey, United States",https://www.linkedin.com/jobs/view/consultant-sr-consultant-commercial-analytics-at-pharmaace-4173747697?position=22&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=44xJO9euYG4bjV8TldoOfg%3D%3D
Data Integration Analyst I,Vertafore,"Denver, CO",https://www.linkedin.com/jobs/view/data-integration-analyst-i-at-vertafore-4161141451?position=23&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=f3Yegv1DD%2FxJ1Yk1nxemDw%3D%3D
Senior Data Analyst,Timewise Food Stores,"Houston, TX",https://www.linkedin.com/jobs/view/senior-data-analyst-at-timewise-food-stores-4181857330?position=24&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=zpbdaGsUFEdtfTw%2FYvv4Kg%3D%3D
"Staff Data Analyst, Customer Success Strategy & Ops",The Hustle,"Cambridge, MA",https://www.linkedin.com/jobs/view/staff-data-analyst-customer-success-strategy-ops-at-the-hustle-4172518190?position=25&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=ZAnglooRzHQFCtGz%2FVE9TA%3D%3D
Senior Data Analyst,eClerx,"Austin, TX",https://www.linkedin.com/jobs/view/senior-data-analyst-at-eclerx-4143849595?position=26&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=bD6PQ75KMxv8%2B%2Be4yqLvSA%3D%3D
Data Acquisition Specialist,Socure,United States,https://www.linkedin.com/jobs/view/data-acquisition-specialist-at-socure-4147649568?position=27&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=ujZFyYjGPRRzoyuWquswMg%3D%3D
Data Analyst - Dealer Sales,JCB North America,"Pooler, GA",https://www.linkedin.com/jobs/view/data-analyst-dealer-sales-at-jcb-north-america-4133482266?position=28&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=7d%2FVjApRBjI%2BFQfKvdWxyw%3D%3D
Database Engineer,Persistent Systems,"Ada, MI",https://www.linkedin.com/jobs/view/database-engineer-at-persistent-systems-4159023109?position=29&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=nP%2BKF8Dv9kGZKzUPNBh3Ig%3D%3D
Database Engineer,"V-Soft Consulting Group, Inc.","Parsippany, NJ",https://www.linkedin.com/jobs/view/database-engineer-at-v-soft-consulting-group-inc-4144906229?position=30&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=S3o5G6A4sCXdKc62C9EmRQ%3D%3D
Jr BA/Coordinator,STAND 8 Technology Consulting,"New York, NY",https://www.linkedin.com/jobs/view/jr-ba-coordinator-at-stand-8-technology-consulting-4158904451?position=31&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=GBBqmIPQJ8%2BM%2BvHNEz9nRw%3D%3D
Sr. Data Warehouse Engineer,BETSOL,"Denver, CO",https://www.linkedin.com/jobs/view/sr-data-warehouse-engineer-at-betsol-4179400985?position=32&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=rC79dwV9jrms8rigk%2BtHBQ%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161851624?position=33&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=HrKPsFsaLAfhGj1vBKolYw%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161858036?position=34&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=%2BoDlTWuyUFSGcMFj%2BbDXJg%3D%3D
Data and AI Engineer - Summer 2025 Intern,Sanofi,"Cambridge, MA",https://www.linkedin.com/jobs/view/data-and-ai-engineer-summer-2025-intern-at-sanofi-4176883003?position=35&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=rHlHX8g%2BPLZLah58DO1PTQ%3D%3D
Data Scientist - Bellevue,RESULTICKS,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-scientist-bellevue-at-resulticks-4167234790?position=36&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=YWocABtVmOp5tCMpfMjNXQ%3D%3D
"Staff Data Analyst, Customer Success Strategy & Ops",HubSpot,"Cambridge, MA",https://www.linkedin.com/jobs/view/staff-data-analyst-customer-success-strategy-ops-at-hubspot-4172395108?position=37&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=DT%2B7pf%2B7GIC2jzdEpMeMdw%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4128019547?position=38&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=FgOse9E%2FxHOYYkMmYutuSw%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4119711027?position=39&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=8N4pxX1hbQIJzASMFZfgag%3D%3D
Specialist- Expert,"V-Soft Consulting Group, Inc.","Raleigh, NC",https://www.linkedin.com/jobs/view/specialist-expert-at-v-soft-consulting-group-inc-4181590456?position=40&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=hGeXQ13Y%2ByaYZoJs0LONjg%3D%3D
Advanced Data Engineer 100% Remote,"V-Soft Consulting Group, Inc.","Illinois, United States",https://www.linkedin.com/jobs/view/advanced-data-engineer-100%25-remote-at-v-soft-consulting-group-inc-4181230797?position=41&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=7WS2g4hnEVLSiGAJjgxg5w%3D%3D
Senior BI Consultant,Quantzig,San Francisco Bay Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087717233?position=42&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=8H1y2Nr9Pl3%2FPhcbHBulaw%3D%3D
Senior BI Consultant,Quantzig,Greater Minneapolis-St. Paul Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087718226?position=43&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=DhVNK%2FPKmwRJrb78YlG1ag%3D%3D
Enterprise Data Modeler,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/enterprise-data-modeler-at-v-soft-consulting-group-inc-4130577828?position=44&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=k6J34P4W8Y3M%2BhY%2BsJbhAQ%3D%3D
Fundamental Equities Alternative Data Analyst,The D. E. Shaw Group,"New York, NY",https://www.linkedin.com/jobs/view/fundamental-equities-alternative-data-analyst-at-the-d-e-shaw-group-4084834343?position=45&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=IVDcuMaQTmd8v8ryLIGo9w%3D%3D
"Senior Analyst, Strategic Insights",Chegg Inc.,United States,https://www.linkedin.com/jobs/view/senior-analyst-strategic-insights-at-chegg-inc-4176383606?position=46&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=FhDFsDK6mzVWOxC%2BVQUBmQ%3D%3D
Senior BI Consultant,Quantzig,"Austin, TX",https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087713690?position=47&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=LN1Y4US8Ofj7bvSM4uKsmw%3D%3D
"Director, Data Analysis",Zelis,"Texas, United States",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182956874?position=48&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=yr62UIPTMh8DQ4vee6R82g%3D%3D
"Senior Data Analyst | Research Operations | Hybrid or Remote, US",Savanta,United States,https://www.linkedin.com/jobs/view/senior-data-analyst-research-operations-hybrid-or-remote-us-at-savanta-4182114704?position=49&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=vgrDAla2ggQVZEXvbo%2FWBw%3D%3D
Data Scientist,MatchPoint,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-scientist-at-matchpoint-4178073711?position=50&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=jUGhCkLasLHiiANzIFru%2FA%3D%3D
Data Quality Analyst,IntegriChain,Greater Philadelphia,https://www.linkedin.com/jobs/view/data-quality-analyst-at-integrichain-4158902101?position=51&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=3cab3kSS1eIppUJwlGzZPw%3D%3D
"Director, Data Analysis",Zelis,"Hillsborough County, FL",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182963379?position=52&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=C0UhPnM5r9CopXpXYCJ%2BhQ%3D%3D
Data Modeler - Data Engineering (Healthcare),Exusia,United States,https://www.linkedin.com/jobs/view/data-modeler-data-engineering-healthcare-at-exusia-4143877822?position=53&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=kRtAVFfZmFtHnWx%2BPXIl9g%3D%3D
Senior Data Engineer,WaferWire Cloud Technologies,"Redmond, WA",https://www.linkedin.com/jobs/view/senior-data-engineer-at-waferwire-cloud-technologies-4180051317?position=54&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=lQX3RuG9vWpWbADWendD8g%3D%3D
Head of Data Sciences & Analysis,Pfizer,"New York, NY",https://www.linkedin.com/jobs/view/head-of-data-sciences-analysis-at-pfizer-4182468111?position=55&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=AnAaRdqiITWYSwNcsUWgtw%3D%3D
Revenue Operations & Analytics Associate,Instawork,"Chicago, IL",https://www.linkedin.com/jobs/view/revenue-operations-analytics-associate-at-instawork-4127908835?position=56&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=pJsIE8%2F2OqHJwX9TTVRtZQ%3D%3D
"Director, Data Analysis",Zelis,"Fulton County, GA",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182957865?position=57&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=noIBlTVCkMXNnZct1EU3VQ%3D%3D
Business Intelligence Analyst 3,Jobs via Dice,"Redmond, WA",https://www.linkedin.com/jobs/view/business-intelligence-analyst-3-at-jobs-via-dice-4180591925?position=58&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=SOsNmlStwP2%2BrTdD7le82A%3D%3D
Senior BI Developer,Chegg Inc.,"Santa Clara, CA",https://www.linkedin.com/jobs/view/senior-bi-developer-at-chegg-inc-4179694800?position=59&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=pSs412PuvYBZZMA3o7%2FvEw%3D%3D
"Director, Data Analysis",Zelis,"Middlesex County, MA",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182958782?position=60&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=%2B2t9eg3tyjWRE2ORiMQJag%3D%3D
